fightId,date,location,weightClass,decisionMethod,fightLastRound,fightTime,fightTimeFormat,fightDetails,f1Name,f1Id,f1Result,f1ResultEncode,f1Knockdown,f1SigStrikesLandedTotal,f1SigStrikesAttTotal,f1SigStrikesPercentTotal,f1StrikesLandedTotal,f1StrikesAttTotal,f1TakedownLanded,f1TakedownAtt,f1TakedownPercent,f1SubmissionAtt,f1Rev,f1TimeControl,f1SigStrikesLanded,f1SigStrikesAtt,f1SigStrikesPercent,f1HeadSigStrikesLanded,f1HeadSigStrikesAtt,f1BodySigStrikesLanded,f1BodySigStrikesAtt,f1LegSigStrikesLanded,f1LegSigStrikesAtt,f1DistanceSigStrikesLanded,f1DistanceSigStrikesAtt,f1ClinchSigStrikesLanded,f1ClinchSigStrikesAtt,f1GroundSigStrikesLanded,f1GroundSigStrikesAtt,f2Name,f2Id,f2Result,f2ResultEncode,f2Knockdown,f2SigStrikesLandedTotal,f2SigStrikesAttTotal,f2SigStrikesPercentTotal,f2StrikesLandedTotal,f2StrikesAttTotal,f2TakedownLanded,f2TakedownAtt,f2TakedownPercent,f2SubmissionAtt,f2Rev,f2TimeControl,f2SigStrikesLanded,f2SigStrikesAtt,f2SigStrikesPercent,f2HeadSigStrikesLanded,f2HeadSigStrikesAtt,f2BodySigStrikesLanded,f2BodySigStrikesAtt,f2LegSigStrikesLanded,f2LegSigStrikesAtt,f2DistanceSigStrikesLanded,f2DistanceSigStrikesAtt,f2ClinchSigStrikesLanded,f2ClinchSigStrikesAtt,f2GroundSigStrikesLanded,f2GroundSigStrikesAtt
f9a4e625dffc30d4,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),None,Katlyn Chookagian,e872e9a9a902c045,W,1,0,72,177,40%,81,188,1,4,25%,0,0,214,72,177,40%,44,136,21,32,7,9,68,171,4,6,0,0,Jennifer Maia,8e1f36476ef02a6a,L,0,0,52,171,30%,60,180,0,2,0%,0,0,41,52,171,30%,31,143,5,8,16,20,48,167,4,4,0,0
8d89f3b8798f444d,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),None,Brandon Royval,6e15f63b6c2e2c15,W,1,0,40,132,30%,81,174,0,0,None,3,1,103,40,132,30%,21,96,15,25,4,11,28,103,1,1,11,28,Rogerio Bontorin,07a2bdaa0afdd831,L,0,0,28,58,48%,39,71,8,9,88%,0,0,461,28,58,48%,16,46,2,2,10,10,27,52,0,0,1,6
3bcbb0e039f4f5d8,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",None, Submission ,1,2:26,3 Rnd (5-5-5),Rear Naked Choke,Jake Collier,92fa1401b7927da3,W,1,0,20,49,40%,20,50,1,1,100%,1,0,67,20,49,40%,18,46,2,2,0,1,12,36,0,0,8,13,Chase Sherman,01b352b6a9074d5c,L,0,0,10,17,58%,10,17,0,0,None,0,0,00,10,17,58%,8,15,1,1,1,1,10,17,0,0,0,0
9dfcf675cf2c1575,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",None, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),None,Calvin Kattar,751de04455cfaac0,W,1,1,144,402,35%,157,418,2,7,28%,1,1,222,144,402,35%,127,369,13,28,4,5,135,390,2,2,7,10,Giga Chikadze,9560ff14eb3129f7,L,0,0,128,347,36%,129,348,0,0,None,0,1,09,128,347,36%,94,297,27,41,7,9,127,344,1,3,0,0
ea76a3af8c5ecc55,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout, Submission ,2,2:05,3 Rnd (5-5-5),Inverted Triangle On Ground,Jordan Leavitt,ac026518a9b4dc0f,W,1,0,9,20,45%,22,37,1,6,16%,3,0,168,9,20,45%,4,12,1,4,4,4,7,18,1,1,1,1,Matt Sayles,5b8ba8f5512893b1,L,0,0,13,34,38%,13,34,1,1,100%,1,0,74,13,34,38%,2,14,8,12,3,8,13,34,0,0,0,0
a760d0f5de2e1aaa,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout, KO/TKO ,3,3:26,3 Rnd (5-5-5),Elbows to Head From Crucifix,Don'Tale Mayes,1a9480fc288e55d7,W,1,0,25,41,60%,117,147,6,8,75%,0,0,692,25,41,60%,15,31,8,8,2,2,13,25,3,3,9,13,Josh Parisian,b5da8f7d05e85a55,L,0,0,10,16,62%,24,33,0,2,0%,0,0,21,10,16,62%,7,11,1,3,2,2,6,11,4,5,0,0
85d9a516c3c6c205,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Featherweight Bout, Submission ,2,3:07,3 Rnd (5-5-5),Guillotine Choke In Clinch,Raquel Pennington,fc169c387b4b465d,W,1,0,45,79,56%,61,95,0,0,None,1,0,69,45,79,56%,22,48,20,28,3,3,38,71,7,8,0,0,Macy Chiasson,9cdd2da1a9104a0b,L,0,0,26,86,30%,64,126,1,2,50%,0,0,78,26,86,30%,16,65,9,18,1,3,22,79,3,6,1,1
b4f88d65b47c2a39,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),None,Charles Jourdain,f1d64ae34e088832,W,1,0,137,228,60%,150,246,0,2,0%,0,0,147,137,228,60%,70,149,34,40,33,39,95,175,26,31,16,22,Andre Ewell,5f6f049d54728e88,L,0,0,56,171,32%,59,176,1,1,100%,0,0,35,56,171,32%,26,132,16,25,14,14,55,168,1,3,0,0
dd552b389152636a,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",None, KO/TKO ,3,0:45,3 Rnd (5-5-5),Kick to Body At Distance,Sijara Eubanks,4234f0097c83fa62,L,0,0,14,45,31%,32,68,1,4,25%,0,1,365,14,45,31%,10,37,4,8,0,0,5,33,2,2,7,10,Melissa Gatto,a4a80dd7336ffd59,W,1,1,17,34,50%,64,91,0,1,0%,0,1,181,17,34,50%,11,27,2,2,4,5,13,29,2,2,2,3
ebe122e962d26fa4,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout, Submission ,2,2:05,3 Rnd (5-5-5),Rear Naked Choke,Rodrigo Nascimento,d31a5546c0e9b213,W,1,0,32,52,61%,45,65,2,2,100%,1,0,143,32,52,61%,14,33,6,7,12,12,26,45,3,3,3,4,Don'Tale Mayes,1a9480fc288e55d7,L,0,0,27,48,56%,42,65,0,0,None,0,0,93,27,48,56%,10,30,7,8,10,10,21,41,6,7,0,0
9fb822537c12d726,"January 11, 2010","Fairfax, Virginia, USA",Heavyweight Bout, TKO - Doctor's Stoppage ,2,4:24,3 Rnd (5-5-5),Facial Cuts,Pedro Rizzo,b44f39a5c6596953,W,1,0,40,91,43%,67,121,1,3,33%,0,0,205,40,91,43%,24,67,6,6,10,18,20,64,10,11,10,16,Tra Telligman,1dab0d1d81dd06db,L,0,1,34,67,50%,42,77,0,0,None,0,0,23,34,67,50%,19,49,9,11,6,7,24,55,9,11,1,1
4f5ce22f8384d151,"January 11, 2010","Fairfax, Virginia, USA",Middleweight Bout, KO/TKO ,1,1:56,3 Rnd (5-5-5),Slam to   On Ground,Falaniko Vitale,445a98acb8985970,W,1,0,2,7,28%,6,11,0,1,0%,0,0,27,2,7,28%,1,5,0,1,1,1,0,4,1,2,1,1,Matt Lindland,0e041d43a47d2e4b,L,0,0,2,9,22%,6,13,0,3,0%,0,0,55,2,9,22%,0,6,1,1,1,2,0,6,2,3,0,0
be0507682d0ce713,"January 11, 2010","Fairfax, Virginia, USA",Lightweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),None,Yves Edwards,5f04e3d58d9ce982,W,1,1,21,40,52%,57,79,0,0,None,3,1,419,21,40,52%,10,26,10,12,1,2,3,14,14,17,4,9,Eddie Ruiz,7b9aa973e5c04624,L,0,0,3,12,25%,30,43,2,16,12%,0,2,285,3,12,25%,0,6,1,2,2,4,2,9,1,2,0,1
b5854feb57f40bb4,"January 11, 2010","Fairfax, Virginia, USA",Heavyweight Bout, DQ ,1,2:55,3 Rnd (5-5-5),Stomps to Head by Sims,Frank Mir,1ff9589f9065a9ed,W,1,0,4,7,57%,18,21,1,1,100%,4,0,158,4,7,57%,4,7,0,0,0,0,0,0,0,0,4,7,Wes Sims,e0f7c4f3f67bc808,L,0,0,1,1,100%,8,11,0,0,None,0,0,11,1,1,100%,1,1,0,0,0,0,0,0,0,0,1,1
ed503d1c8963d894,"January 11, 2010","Fairfax, Virginia, USA",Heavyweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),None,Vernon White,12458872d6afae1b,D,0,0,45,82,54%,107,148,1,5,20%,0,1,296,45,82,54%,22,51,11,17,12,14,8,21,20,32,17,29,Ian Freeman,b4bc2e3353a770b5,D,0,0,18,54,33%,75,116,2,5,40%,1,0,389,18,54,33%,16,51,0,1,2,2,5,21,8,18,5,15
400aa8a24e1d8997,"January 11, 2010","Fairfax, Virginia, USA",Light Heavyweight Bout, KO/TKO ,1,1:07,3 Rnd (5-5-5),Knees to Head In Clinch,Vitor Belfort,0ee783aa00e468f0,W,1,1,9,12,75%,9,12,0,0,None,0,0,03,9,12,75%,8,11,0,0,1,1,1,2,2,2,6,8,Marvin Eastman,05866d8c3a321856,L,0,0,1,5,20%,1,5,0,0,None,0,0,00,1,5,20%,0,2,0,0,1,3,1,5,0,0,0,0
ffe629a5232a878b,"January 11, 2010","Fairfax, Virginia, USA",Heavyweight Bout, Submission ,1,1:59,3 Rnd (5-5-5),Arm Triangle From Mount,Kimo Leopoldo,08ae5cd9aef7ddd3,W,1,0,1,1,100%,1,1,1,1,100%,1,0,112,1,1,100%,0,0,1,1,0,0,1,1,0,0,0,0,David Abbott,b361180739bed4b0,L,0,0,0,0,None,3,3,0,0,None,0,0,01,0,0,---,0,0,0,0,0,0,0,0,0,0,0,0
c83cba9573cca196,"January 11, 2010","Fairfax, Virginia, USA",None, KO/TKO ,3,2:39,5 Rnd (5-5-5-5-5),Punches to Head On Ground,Randy Couture,0aa92558424ced9e,W,1,0,46,87,52%,56,99,4,5,80%,1,0,202,46,87,52%,39,79,3,4,4,4,27,59,11,13,8,15,Chuck Liddell,a390eb8a9b2df298,L,0,0,22,59,37%,35,72,0,1,0%,0,1,124,22,59,37%,11,47,0,0,11,12,12,44,10,15,0,0
863319fd2e711ffc,"January 11, 2010","Fairfax, Virginia, USA",Middleweight Bout, KO/TKO ,1,3:55,3 Rnd (5-5-5),Punches to Head From Guard,David Loiseau,22e47b53e4ceb27c,W,1,0,16,20,80%,19,24,1,2,50%,0,0,212,16,20,80%,15,19,0,0,1,1,1,1,0,0,15,19,Mark Weir,9ccdd2ce45903f34,L,0,0,2,2,100%,12,12,0,0,None,0,0,00,2,2,100%,0,0,2,2,0,0,1,1,1,1,0,0
363efd241750c23d,"January 11, 2010","Fairfax, Virginia, USA",Lightweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),None,Hermes Franca,e0ec3c3b6b611f7e,W,1,1,27,54,50%,97,125,2,11,18%,9,0,43,27,54,50%,20,47,4,4,3,3,20,43,7,10,0,1,Richard Crunkilton,22ee260735da0d58,L,0,0,29,89,32%,77,148,4,7,57%,0,0,441,29,89,32%,22,78,2,4,5,7,16,61,1,6,12,22
5a9657d4faeea2c5,"January 11, 2010","Fairfax, Virginia, USA",Lightweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),None,Duane Ludwig,84ac950d4c1722dd,W,1,0,38,57,66%,73,101,0,0,None,0,0,247,38,57,66%,13,29,22,25,3,3,12,24,10,11,16,22,Genki Sudo,99dd0147dc4ef80c,L,0,0,24,63,38%,52,96,3,6,50%,0,0,409,24,63,38%,13,44,3,8,8,11,11,25,0,0,13,38
af59e32a5b3f6065,"January 11, 2010","Fairfax, Virginia, USA",Light Heavyweight Bout, KO/TKO ,1,2:40,3 Rnd (5-5-5),Punches to Head At Distance,Rich Franklin,d897897060f10a3a,W,1,1,16,38,42%,16,38,0,0,None,0,0,02,16,38,42%,13,34,1,1,2,3,16,38,0,0,0,0,Evan Tanner,8f2d9ee27f206f1f,L,0,0,6,14,42%,6,14,0,0,None,0,0,00,6,14,42%,0,5,5,8,1,1,4,12,2,2,0,0
4e75ed154de637e2,"January 11, 2010","Fairfax, Virginia, USA",Heavyweight Bout, KO/TKO ,2,1:46,3 Rnd (5-5-5),Punches to Head In Clinch,Wesley Correira,4e9fb05d7e5e61b8,W,1,0,22,42,52%,75,95,0,0,None,0,0,13,22,42,52%,21,41,1,1,0,0,3,11,19,31,0,0,Sean Alvarez,e741536153227386,L,0,0,6,16,37%,16,26,0,9,0%,0,0,197,6,16,37%,1,8,0,1,5,7,5,10,1,6,0,0
9f5f9173666ce1b7,"January 11, 2010","Fairfax, Virginia, USA",Welterweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),None,Dave Strasser,980b4e712489098e,W,1,0,60,125,48%,107,176,1,2,50%,0,0,284,60,125,48%,46,105,12,18,2,2,22,56,14,34,24,35,Romie Aram,73ef22f25d0f70e2,L,0,1,24,70,34%,78,125,2,4,50%,0,0,294,24,70,34%,21,67,1,1,2,2,10,38,11,26,3,6
808245ba66df5f1c,"January 11, 2010","Fairfax, Virginia, USA",Welterweight Bout, Submission ,2,2:28,3 Rnd (5-5-5),Injury        Knee Injury,Pete Spratt,c3ea8deeba00462b,W,1,0,19,27,70%,25,33,1,1,100%,0,0,99,19,27,70%,6,13,6,6,7,8,7,12,12,14,0,1,Robbie Lawler,f2925e6db404bf1d,L,0,0,15,25,60%,24,34,2,2,100%,0,0,137,15,25,60%,3,11,11,13,1,1,1,5,12,16,2,4
00a5e033391bf8df,"January 11, 2010","Fairfax, Virginia, USA",None, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),None,Matt Hughes,621a6c59f88a44fe,W,1,0,44,88,50%,96,140,5,7,71%,1,0,899,44,88,50%,42,86,2,2,0,0,9,36,0,0,35,52,Sean Sherk,029880cdbf5ca089,L,0,0,19,39,48%,144,167,3,5,60%,1,0,347,19,39,48%,19,39,0,0,0,0,2,14,3,5,14,20
0dade757305afebd,"January 11, 2010","Fairfax, Virginia, USA",Lightweight Bout, Submission ,3,4:07,3 Rnd (5-5-5),Rear Naked Choke,Yves Edwards,5f04e3d58d9ce982,W,1,1,51,96,53%,79,129,0,0,None,1,0,212,51,96,53%,29,73,12,13,10,10,27,59,18,24,6,13,Rich Clementi,7d21de9c6d7c98b2,L,0,0,31,64,48%,59,95,2,8,25%,0,0,207,31,64,48%,17,48,7,8,7,8,15,45,11,12,5,7
62ed2b178310306e,"January 11, 2010","Fairfax, Virginia, USA",Heavyweight Bout, KO/TKO ,1,4:49,3 Rnd (5-5-5),Punches to Head On Ground,Gan McGee,d90b630e0561818b,W,1,0,9,23,39%,13,28,0,0,None,0,0,83,9,23,39%,9,23,0,0,0,0,1,10,0,0,8,13,Alexandre Dantas,8dc46e9a7895ce1a,L,0,0,1,4,25%,1,4,0,7,0%,1,0,116,1,4,25%,0,3,0,0,1,1,0,3,1,1,0,0
6a0c5b9079a4128e,"January 11, 2010","Fairfax, Virginia, USA",Lightweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),None,Din Thomas,40a604761ca7d64d,W,1,0,29,61,47%,59,92,0,0,None,0,0,105,29,61,47%,18,49,6,7,5,5,22,54,7,7,0,0,Matt Serra,86dfed7cc24a9fa7,L,0,0,26,81,32%,42,97,1,28,3%,0,0,86,26,81,32%,5,60,15,15,6,6,9,62,17,19,0,0
558ef0822c8fa5b9,"January 11, 2010","Fairfax, Virginia, USA",Heavyweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),None,Vladimir Matyushenko,ccdd90bd1fc7dab6,W,1,0,24,38,63%,94,113,5,19,26%,0,0,434,24,38,63%,17,29,1,2,6,7,11,25,3,3,10,10,Pedro Rizzo,b44f39a5c6596953,L,0,0,12,37,32%,29,54,0,3,0%,0,0,79,12,37,32%,6,31,1,1,5,5,10,35,2,2,0,0
795c682c30d66c19,"January 11, 2010","Fairfax, Virginia, USA",Middleweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),None,Matt Lindland,0e041d43a47d2e4b,W,1,0,40,76,52%,180,230,4,13,30%,2,1,612,40,76,52%,31,67,8,8,1,1,5,27,11,19,24,30,Phil Baroni,1652f3213655b935,L,0,0,44,73,60%,83,113,1,2,50%,0,0,48,44,73,60%,15,44,29,29,0,0,5,20,22,34,17,19
63ff2ed92c800ef8,"January 11, 2010","Fairfax, Virginia, USA",None, Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),None,BJ Penn,73c7cfa551289285,D,0,0,67,93,72%,111,137,5,8,62%,0,0,430,67,93,72%,44,69,21,21,2,3,24,43,17,19,26,31,Caol Uno,eb1723480fa2f96c,D,0,0,64,97,65%,105,138,6,7,85%,1,2,447,64,97,65%,19,43,12,16,33,38,34,60,14,15,16,22
a85a0831580696ff,"January 11, 2010","Fairfax, Virginia, USA",Heavyweight Bout, Submission ,1,0:46,3 Rnd (5-5-5),Toe Hold From Bottom,Frank Mir,1ff9589f9065a9ed,W,1,0,0,1,0%,0,1,0,2,0%,2,0,00,0,1,0%,0,1,0,0,0,0,0,1,0,0,0,0,David Abbott,b361180739bed4b0,L,0,0,1,5,20%,2,6,0,0,None,0,0,38,1,5,20%,1,5,0,0,0,0,0,4,0,0,1,1
